image_id,image_path,relative_path,label,class_name,folder_name,official_split,width,height,aspect_ratio,brightness_mean,contrast_std,saturation_mean,r_mean,g_mean,b_mean
n02085620_3208,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_3208.jpg,n02085620-Chihuahua/n02085620_3208.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.4466225802898407,0.2570516765117645,0.48232048749923706,0.4608735740184784,0.4522900879383087,0.3798976540565491
n02085620_5312,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_5312.jpg,n02085620-Chihuahua/n02085620_5312.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,374,1.3368983957219251,0.5057082772254944,0.24724480509757996,0.29706308245658875,0.5701542496681213,0.48400625586509705,0.4492344856262207
n02085620_1152,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_1152.jpg,n02085620-Chihuahua/n02085620_1152.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.49992474913597107,0.18148784339427948,0.33159682154655457,0.5451195240020752,0.4982621669769287,0.38987311720848083
n02085620_4572,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_4572.jpg,n02085620-Chihuahua/n02085620_4572.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,405,1.2345679012345678,0.33817484974861145,0.295154869556427,0.5014616250991821,0.35267242789268494,0.3301253020763397,0.34157395362854004
n02085620_2706,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_2706.jpg,n02085620-Chihuahua/n02085620_2706.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,320,240,1.3333333333333333,0.46116718649864197,0.1301790028810501,0.40118715167045593,0.5070472955703735,0.4652138650417328,0.3207171559333801
n02085620_473,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_473.jpg,n02085620-Chihuahua/n02085620_473.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,333,1.5015015015015014,0.3524012863636017,0.20398521423339844,0.2072952836751938,0.3785897493362427,0.3446561098098755,0.32363829016685486
n02085620_1455,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_1455.jpg,n02085620-Chihuahua/n02085620_1455.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,333,500,0.666,0.27723193168640137,0.1437564194202423,0.309398889541626,0.3082435131072998,0.2700318992137909,0.2329259067773819
n02085620_7440,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_7440.jpg,n02085620-Chihuahua/n02085620_7440.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.37545326352119446,0.22724181413650513,0.5832063555717468,0.515720009803772,0.32771211862564087,0.2534485459327698
n02085620_9414,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_9414.jpg,n02085620-Chihuahua/n02085620_9414.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.521673858165741,0.28077057003974915,0.2352798730134964,0.543316662311554,0.517595648765564,0.4859653413295746
n02085620_2208,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_2208.jpg,n02085620-Chihuahua/n02085620_2208.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.5727903246879578,0.11385981738567352,0.39899712800979614,0.5163547396659851,0.636371910572052,0.39348500967025757
n02085620_3593,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_3593.jpg,n02085620-Chihuahua/n02085620_3593.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,200,229,0.8733624454148472,0.4601834714412689,0.29893624782562256,0.2811543047428131,0.49570977687835693,0.44773414731025696,0.4309050440788269
n02085620_2921,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_2921.jpg,n02085620-Chihuahua/n02085620_2921.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,250,238,1.050420168067227,0.6586272120475769,0.21291260421276093,0.24352551996707916,0.7655937075614929,0.613304078578949,0.6118237972259521
n02085620_500,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_500.jpg,n02085620-Chihuahua/n02085620_500.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.5259596109390259,0.281162291765213,0.30663102865219116,0.5664451718330383,0.527097225189209,0.4133005440235138
n02085620_9357,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_9357.jpg,n02085620-Chihuahua/n02085620_9357.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,319,1.567398119122257,0.2680666148662567,0.2227243185043335,0.6718500852584839,0.3442540168762207,0.25586479902267456,0.13010528683662415
n02085620_949,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_949.jpg,n02085620-Chihuahua/n02085620_949.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,401,363,1.1046831955922864,0.5346734523773193,0.28201502561569214,0.4625212848186493,0.6101904511451721,0.5280526876449585,0.37096089124679565
n02085620_3423,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_3423.jpg,n02085620-Chihuahua/n02085620_3423.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,200,262,0.7633587786259542,0.5944455862045288,0.2682189643383026,0.27216023206710815,0.6541985273361206,0.5802173614501953,0.5108509063720703
n02085620_3651,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_3651.jpg,n02085620-Chihuahua/n02085620_3651.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.16076010465621948,0.22937403619289398,0.3220970332622528,0.18355420231819153,0.15160885453224182,0.1474023163318634
n02085620_3407,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_3407.jpg,n02085620-Chihuahua/n02085620_3407.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.29558876156806946,0.21116386353969574,0.4004049599170685,0.31819674372673035,0.28295624256134033,0.3018445074558258
n02085620_2973,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_2973.jpg,n02085620-Chihuahua/n02085620_2973.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,375,500,0.75,0.5331026911735535,0.1090797558426857,0.2333146184682846,0.6203505992889404,0.494234174489975,0.5048195123672485
n02085620_326,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_326.jpg,n02085620-Chihuahua/n02085620_326.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,333,500,0.666,0.5124484896659851,0.16539637744426727,0.472209095954895,0.4890454113483429,0.5634692311286926,0.31111055612564087
n02085620_7292,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_7292.jpg,n02085620-Chihuahua/n02085620_7292.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,225,168,1.3392857142857142,0.32584357261657715,0.17390863597393036,0.26720988750457764,0.3728035092353821,0.3059391975402832,0.30498796701431274
n02085620_4814,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_4814.jpg,n02085620-Chihuahua/n02085620_4814.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,239,252,0.9484126984126984,0.3354894518852234,0.274806946516037,0.6338698267936707,0.4769119918346405,0.283532977104187,0.2319898158311844
n02085620_7613,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_7613.jpg,n02085620-Chihuahua/n02085620_7613.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,408,1.2254901960784315,0.40450146794319153,0.33224567770957947,0.4168519377708435,0.45854324102401733,0.363404244184494,0.4747829735279083
n02085620_2614,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_2614.jpg,n02085620-Chihuahua/n02085620_2614.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.5475596785545349,0.20193691551685333,0.21911171078681946,0.5840922594070435,0.5365563631057739,0.508216917514801
n02085620_1558,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_1558.jpg,n02085620-Chihuahua/n02085620_1558.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,366,500,0.732,0.382472425699234,0.2888854444026947,0.16696010529994965,0.39309221506118774,0.3797094523906708,0.368808776140213
n02085620_11238,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_11238.jpg,n02085620-Chihuahua/n02085620_11238.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,382,384,0.9947916666666666,0.550711452960968,0.202704057097435,0.19920893013477325,0.5367844104766846,0.5565200448036194,0.5572466850280762
n02085620_3838,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_3838.jpg,n02085620-Chihuahua/n02085620_3838.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,468,344,1.3604651162790697,0.5896231532096863,0.17097167670726776,0.4337767958641052,0.6902313828468323,0.5728937387466431,0.411393404006958
n02085620_4673,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_4673.jpg,n02085620-Chihuahua/n02085620_4673.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.3209179937839508,0.11314231157302856,0.7225422263145447,0.6160258054733276,0.1976594179868698,0.1822020262479782
n02085620_1816,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_1816.jpg,n02085620-Chihuahua/n02085620_1816.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.44295549392700195,0.3058851957321167,0.5435376763343811,0.5119739174842834,0.4271523654460907,0.3431008756160736
n02085620_4515,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_4515.jpg,n02085620-Chihuahua/n02085620_4515.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,385,1.2987012987012987,0.474453330039978,0.26495981216430664,0.4566769003868103,0.5316979289054871,0.4710392355918884,0.34168368577957153
n02085620_2887,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_2887.jpg,n02085620-Chihuahua/n02085620_2887.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,345,360,0.9583333333333334,0.6719112396240234,0.1479969173669815,0.1830689013004303,0.7087646126747131,0.6666831970214844,0.6024743318557739
n02085620_3488,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_3488.jpg,n02085620-Chihuahua/n02085620_3488.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.4085858464241028,0.24143704771995544,0.44238024950027466,0.4919666349887848,0.38694286346435547,0.3013283312320709
n02085620_8611,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_8611.jpg,n02085620-Chihuahua/n02085620_8611.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,332,332,1.0,0.3955695331096649,0.23784808814525604,0.28065788745880127,0.4166012108325958,0.3896602690219879,0.37107616662979126
n02085620_3681,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_3681.jpg,n02085620-Chihuahua/n02085620_3681.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,500,1.0,0.43951430916786194,0.11695829778909683,0.6298179626464844,0.6014102101325989,0.39750760793685913,0.23161102831363678
n02085620_3880,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_3880.jpg,n02085620-Chihuahua/n02085620_3880.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,359,500,0.718,0.4010334312915802,0.21328972280025482,0.5001973509788513,0.526136577129364,0.36298877000808716,0.2681804895401001
n02085620_2053,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_2053.jpg,n02085620-Chihuahua/n02085620_2053.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.4480300545692444,0.2406153529882431,0.2634378671646118,0.4695565402507782,0.4453069269657135,0.40512603521347046
n02085620_14413,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_14413.jpg,n02085620-Chihuahua/n02085620_14413.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,640,853,0.7502930832356389,0.5055181384086609,0.13966509699821472,0.2669799327850342,0.5299550294876099,0.5131778120994568,0.4003617763519287
n02085620_712,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_712.jpg,n02085620-Chihuahua/n02085620_712.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.48611679673194885,0.3387271463871002,0.19126175343990326,0.5081923007965088,0.4786571264266968,0.46694186329841614
n02085620_8637,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_8637.jpg,n02085620-Chihuahua/n02085620_8637.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.37546923756599426,0.21416500210762024,0.1507573127746582,0.4057263433933258,0.3647528886795044,0.35018467903137207
n02085620_952,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_952.jpg,n02085620-Chihuahua/n02085620_952.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,416,530,0.7849056603773585,0.5388009548187256,0.34206265211105347,0.23001399636268616,0.5653750896453857,0.5355538725852966,0.48513704538345337
n02085620_12334,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_12334.jpg,n02085620-Chihuahua/n02085620_12334.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,299,415,0.7204819277108434,0.5679428577423096,0.3146851360797882,0.3353038728237152,0.5503445267677307,0.5878645181655884,0.511728048324585
n02085620_735,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_735.jpg,n02085620-Chihuahua/n02085620_735.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,223,287,0.7770034843205574,0.5499201416969299,0.2591245174407959,0.3536745309829712,0.5553915500640869,0.5569213628768921,0.4995691478252411
n02085620_199,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_199.jpg,n02085620-Chihuahua/n02085620_199.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,300,430,0.6976744186046512,0.6517177820205688,0.24207207560539246,0.3800085484981537,0.7339872121810913,0.6445396542549133,0.4722481071949005
n02085620_575,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_575.jpg,n02085620-Chihuahua/n02085620_575.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,377,1.3262599469496021,0.3638860285282135,0.2834949791431427,0.24607259035110474,0.37016263604164124,0.3592713177204132,0.37142640352249146
n02085620_2479,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_2479.jpg,n02085620-Chihuahua/n02085620_2479.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,330,251,1.3147410358565736,0.6207492351531982,0.1551792323589325,0.2993259131908417,0.7041133046150208,0.601473331451416,0.5011757612228394
n02085620_4980,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_4980.jpg,n02085620-Chihuahua/n02085620_4980.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,334,1.4970059880239521,0.41599687933921814,0.19678960740566254,0.3299139440059662,0.4757784307003021,0.38340961933135986,0.4267505705356598
n02085620_431,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_431.jpg,n02085620-Chihuahua/n02085620_431.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.4856116771697998,0.2186250388622284,0.44472357630729675,0.4117562472820282,0.5457834601402283,0.36972326040267944
n02085620_368,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_368.jpg,n02085620-Chihuahua/n02085620_368.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,333,1.5015015015015014,0.4808616638183594,0.25693273544311523,0.377071350812912,0.5748151540756226,0.4482998251914978,0.4020630717277527
n02085620_11948,/root/HAT-Deep_Learning/assignments/assignment-1/image/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_11948.jpg,n02085620-Chihuahua/n02085620_11948.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,464,1.0775862068965518,0.4844409227371216,0.17559023201465607,0.3461102545261383,0.543535053730011,0.47627151012420654,0.3709757626056671
