image_id,image_path,relative_path,label,class_name,folder_name,official_split,width,height,aspect_ratio,brightness_mean,contrast_std,saturation_mean,r_mean,g_mean,b_mean
n02085620_574,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_574.jpg,n02085620-Chihuahua/n02085620_574.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.33831432461738586,0.16153602302074432,0.3220325708389282,0.39096009731292725,0.323212206363678,0.27708959579467773
n02085620_4998,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_4998.jpg,n02085620-Chihuahua/n02085620_4998.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.5105079412460327,0.2869398593902588,0.26025494933128357,0.5380492210388184,0.5045530200004578,0.46913182735443115
n02085620_7,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_7.jpg,n02085620-Chihuahua/n02085620_7.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,250,188,1.3297872340425532,0.28519752621650696,0.3273625671863556,0.3973824679851532,0.29976797103881836,0.28473901748657227,0.24957714974880219
n02085620_1617,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_1617.jpg,n02085620-Chihuahua/n02085620_1617.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,357,238,1.5,0.6137557625770569,0.24803383648395538,0.3055897355079651,0.69222491979599,0.5915945768356323,0.5213003158569336
n02085620_11140,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_11140.jpg,n02085620-Chihuahua/n02085620_11140.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.43202969431877136,0.15983954071998596,0.39281079173088074,0.5218376517295837,0.40531715750694275,0.3333129584789276
n02085620_5771,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_5771.jpg,n02085620-Chihuahua/n02085620_5771.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,281,500,0.562,0.3902363181114197,0.1934213489294052,0.3603852093219757,0.36146339774131775,0.39348700642585754,0.44914019107818604
n02085620_275,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_275.jpg,n02085620-Chihuahua/n02085620_275.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,333,1.5015015015015014,0.4091934561729431,0.20288771390914917,0.7888994216918945,0.21402765810489655,0.5596484541893005,0.14644625782966614
n02085620_9399,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_9399.jpg,n02085620-Chihuahua/n02085620_9399.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.43083181977272034,0.1475551873445511,0.7713685035705566,0.16967375576496124,0.5121164917945862,0.6967437863349915
n02085620_10621,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_10621.jpg,n02085620-Chihuahua/n02085620_10621.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,298,1.6778523489932886,0.5521544218063354,0.15299418568611145,0.1761230081319809,0.5600117444992065,0.557087242603302,0.5058060884475708
n02085620_4266,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_4266.jpg,n02085620-Chihuahua/n02085620_4266.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.572108268737793,0.21496759355068207,0.28797245025634766,0.5758779048919678,0.5927936434745789,0.456059992313385
n02085620_7738,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_7738.jpg,n02085620-Chihuahua/n02085620_7738.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.39158615469932556,0.2451644092798233,0.30203983187675476,0.4112539291381836,0.390813410282135,0.34386157989501953
n02085620_3110,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_3110.jpg,n02085620-Chihuahua/n02085620_3110.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,450,338,1.331360946745562,0.40395447611808777,0.20304225385189056,0.4817231297492981,0.5041981339454651,0.369268000125885,0.31951889395713806
n02085620_12101,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_12101.jpg,n02085620-Chihuahua/n02085620_12101.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,380,253,1.5019762845849802,0.31699252128601074,0.29306501150131226,0.28210482001304626,0.3667246401309967,0.295930951833725,0.2960401177406311
n02085620_8558,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_8558.jpg,n02085620-Chihuahua/n02085620_8558.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,215,214,1.0046728971962617,0.3926025629043579,0.1350279450416565,0.6766493320465088,0.5070743560791016,0.3747800588607788,0.18390443921089172
n02085620_7700,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_7700.jpg,n02085620-Chihuahua/n02085620_7700.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.4719450771808624,0.148064523935318,0.3853648006916046,0.5529016852378845,0.45511287450790405,0.34641724824905396
n02085620_3208,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_3208.jpg,n02085620-Chihuahua/n02085620_3208.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.4466225802898407,0.2570516765117645,0.48232048749923706,0.46087363362312317,0.4522901177406311,0.3798976540565491
n02085620_5312,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_5312.jpg,n02085620-Chihuahua/n02085620_5312.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,374,1.3368983957219251,0.5057082772254944,0.24724480509757996,0.29706311225891113,0.5701543092727661,0.4840063154697418,0.4492344558238983
n02085620_1152,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_1152.jpg,n02085620-Chihuahua/n02085620_1152.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.4999247193336487,0.18148787319660187,0.33159682154655457,0.5451195240020752,0.4982621371746063,0.38987308740615845
n02085620_4572,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_4572.jpg,n02085620-Chihuahua/n02085620_4572.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,405,1.2345679012345678,0.33817487955093384,0.295154869556427,0.5014615654945374,0.35267242789268494,0.33012527227401733,0.3415739834308624
n02085620_2706,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_2706.jpg,n02085620-Chihuahua/n02085620_2706.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,320,240,1.3333333333333333,0.46116724610328674,0.1301790028810501,0.40118715167045593,0.5070472955703735,0.4652137756347656,0.3207171559333801
n02085620_473,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_473.jpg,n02085620-Chihuahua/n02085620_473.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,333,1.5015015015015014,0.3524012863636017,0.20398521423339844,0.2072952836751938,0.3785897493362427,0.3446560800075531,0.32363829016685486
n02085620_1455,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_1455.jpg,n02085620-Chihuahua/n02085620_1455.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,333,500,0.666,0.27723196148872375,0.1437564343214035,0.3093988597393036,0.3082434833049774,0.2700318992137909,0.2329259067773819
n02085620_7440,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_7440.jpg,n02085620-Chihuahua/n02085620_7440.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.37545329332351685,0.22724181413650513,0.583206295967102,0.5157198905944824,0.32771211862564087,0.25344857573509216
n02085620_9414,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_9414.jpg,n02085620-Chihuahua/n02085620_9414.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.521673858165741,0.28077054023742676,0.2352799028158188,0.543316662311554,0.517595648765564,0.4859653413295746
n02085620_2208,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_2208.jpg,n02085620-Chihuahua/n02085620_2208.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.5727903842926025,0.11385981738567352,0.39899715781211853,0.5163548588752747,0.636371910572052,0.39348500967025757
n02085620_3593,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_3593.jpg,n02085620-Chihuahua/n02085620_3593.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,200,229,0.8733624454148472,0.46018341183662415,0.29893624782562256,0.2811543047428131,0.49570977687835693,0.44773411750793457,0.4309050440788269
n02085620_2921,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_2921.jpg,n02085620-Chihuahua/n02085620_2921.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,250,238,1.050420168067227,0.6586272120475769,0.21291260421276093,0.24352550506591797,0.7655937075614929,0.613304078578949,0.6118237972259521
n02085620_500,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_500.jpg,n02085620-Chihuahua/n02085620_500.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.5259594917297363,0.281162291765213,0.30663102865219116,0.5664451718330383,0.527097225189209,0.4133005440235138
n02085620_9357,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_9357.jpg,n02085620-Chihuahua/n02085620_9357.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,319,1.567398119122257,0.2680666446685791,0.2227243334054947,0.6718501448631287,0.3442540466785431,0.25586482882499695,0.13010528683662415
n02085620_949,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_949.jpg,n02085620-Chihuahua/n02085620_949.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,401,363,1.1046831955922864,0.5346735715866089,0.28201502561569214,0.4625212848186493,0.6101905107498169,0.5280527472496033,0.37096089124679565
n02085620_3423,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_3423.jpg,n02085620-Chihuahua/n02085620_3423.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,200,262,0.7633587786259542,0.5944455862045288,0.2682189345359802,0.27216023206710815,0.6541985273361206,0.5802173614501953,0.5108508467674255
n02085620_3651,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_3651.jpg,n02085620-Chihuahua/n02085620_3651.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.16076010465621948,0.22937403619289398,0.3220970034599304,0.18355420231819153,0.15160885453224182,0.1474023163318634
n02085620_3407,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_3407.jpg,n02085620-Chihuahua/n02085620_3407.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.29558876156806946,0.21116386353969574,0.4004049599170685,0.31819671392440796,0.28295624256134033,0.3018445074558258
n02085620_2973,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_2973.jpg,n02085620-Chihuahua/n02085620_2973.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,375,500,0.75,0.5331026911735535,0.1090797558426857,0.2333146184682846,0.6203505992889404,0.49423420429229736,0.5048195123672485
n02085620_326,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_326.jpg,n02085620-Chihuahua/n02085620_326.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,333,500,0.666,0.5124484896659851,0.16539637744426727,0.47220903635025024,0.4890454113483429,0.5634692311286926,0.31111058592796326
n02085620_7292,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_7292.jpg,n02085620-Chihuahua/n02085620_7292.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,225,168,1.3392857142857142,0.32584360241889954,0.17390863597393036,0.26720988750457764,0.3728035092353821,0.3059391975402832,0.30498799681663513
n02085620_4814,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_4814.jpg,n02085620-Chihuahua/n02085620_4814.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,239,252,0.9484126984126984,0.3354894518852234,0.274806946516037,0.6338698267936707,0.4769119918346405,0.283532977104187,0.23198984563350677
n02085620_7613,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_7613.jpg,n02085620-Chihuahua/n02085620_7613.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,408,1.2254901960784315,0.40450146794319153,0.33224567770957947,0.4168519377708435,0.45854324102401733,0.3634043037891388,0.47478294372558594
n02085620_2614,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_2614.jpg,n02085620-Chihuahua/n02085620_2614.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.5475596189498901,0.20193693041801453,0.21911168098449707,0.5840922594070435,0.5365563035011292,0.5082169771194458
n02085620_1558,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_1558.jpg,n02085620-Chihuahua/n02085620_1558.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,366,500,0.732,0.38247236609458923,0.2888854146003723,0.16696012020111084,0.3930921256542206,0.37970948219299316,0.3688088357448578
n02085620_11238,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_11238.jpg,n02085620-Chihuahua/n02085620_11238.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,382,384,0.9947916666666666,0.550711452960968,0.2027040719985962,0.19920893013477325,0.5367844104766846,0.5565200448036194,0.557246744632721
n02085620_3838,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_3838.jpg,n02085620-Chihuahua/n02085620_3838.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,468,344,1.3604651162790697,0.5896231532096863,0.17097167670726776,0.4337767958641052,0.6902313828468323,0.5728937387466431,0.4113934636116028
n02085620_4673,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_4673.jpg,n02085620-Chihuahua/n02085620_4673.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.3209179937839508,0.11314231157302856,0.7225421667098999,0.6160258054733276,0.1976594179868698,0.18220199644565582
n02085620_1816,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_1816.jpg,n02085620-Chihuahua/n02085620_1816.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.44295549392700195,0.3058851957321167,0.5435376167297363,0.5119739174842834,0.4271523654460907,0.3431008756160736
n02085620_4515,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_4515.jpg,n02085620-Chihuahua/n02085620_4515.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,385,1.2987012987012987,0.474453330039978,0.26495981216430664,0.4566768407821655,0.5316979885101318,0.4710392355918884,0.34168365597724915
n02085620_2887,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_2887.jpg,n02085620-Chihuahua/n02085620_2887.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,345,360,0.9583333333333334,0.6719112396240234,0.1479969173669815,0.1830689162015915,0.7087646126747131,0.6666831374168396,0.6024743318557739
n02085620_3488,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_3488.jpg,n02085620-Chihuahua/n02085620_3488.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.4085858464241028,0.24143704771995544,0.44238021969795227,0.4919666349887848,0.38694286346435547,0.3013283610343933
n02085620_8611,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_8611.jpg,n02085620-Chihuahua/n02085620_8611.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,332,332,1.0,0.3955695927143097,0.23784808814525604,0.28065788745880127,0.416601300239563,0.3896602690219879,0.37107616662979126
n02085620_3681,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_3681.jpg,n02085620-Chihuahua/n02085620_3681.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,500,1.0,0.43951427936553955,0.11695829778909683,0.6298179030418396,0.6014102697372437,0.39750760793685913,0.23161102831363678
n02085620_3880,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_3880.jpg,n02085620-Chihuahua/n02085620_3880.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,359,500,0.718,0.4010334312915802,0.21328973770141602,0.5001973509788513,0.5261365175247192,0.36298879981040955,0.2681804895401001
n02085620_2053,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_2053.jpg,n02085620-Chihuahua/n02085620_2053.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.44803011417388916,0.2406153529882431,0.2634378671646118,0.4695565402507782,0.4453069269657135,0.40512609481811523
n02085620_14413,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_14413.jpg,n02085620-Chihuahua/n02085620_14413.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,640,853,0.7502930832356389,0.5055180788040161,0.1396651268005371,0.26697996258735657,0.5299549698829651,0.5131778120994568,0.4003618061542511
n02085620_712,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_712.jpg,n02085620-Chihuahua/n02085620_712.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.48611682653427124,0.3387271761894226,0.19126172363758087,0.5081923007965088,0.47865715622901917,0.46694186329841614
n02085620_8637,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_8637.jpg,n02085620-Chihuahua/n02085620_8637.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.37546929717063904,0.21416500210762024,0.1507573276758194,0.4057263433933258,0.3647528886795044,0.35018470883369446
n02085620_952,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_952.jpg,n02085620-Chihuahua/n02085620_952.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,416,530,0.7849056603773585,0.5388009548187256,0.34206265211105347,0.23001396656036377,0.5653751492500305,0.5355538725852966,0.485137015581131
n02085620_12334,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_12334.jpg,n02085620-Chihuahua/n02085620_12334.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,299,415,0.7204819277108434,0.5679427981376648,0.3146851360797882,0.3353038430213928,0.5503445863723755,0.5878645181655884,0.511728048324585
n02085620_735,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_735.jpg,n02085620-Chihuahua/n02085620_735.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,223,287,0.7770034843205574,0.5499201416969299,0.2591244876384735,0.3536745011806488,0.5553915500640869,0.5569213032722473,0.4995691478252411
n02085620_199,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_199.jpg,n02085620-Chihuahua/n02085620_199.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,300,430,0.6976744186046512,0.6517177820205688,0.24207207560539246,0.38000860810279846,0.7339871525764465,0.6445396542549133,0.4722481071949005
n02085620_575,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_575.jpg,n02085620-Chihuahua/n02085620_575.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,377,1.3262599469496021,0.3638860285282135,0.2834949791431427,0.24607262015342712,0.37016263604164124,0.3592713177204132,0.3714263439178467
n02085620_2479,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_2479.jpg,n02085620-Chihuahua/n02085620_2479.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,330,251,1.3147410358565736,0.6207492351531982,0.1551792323589325,0.2993258833885193,0.7041133046150208,0.6014732718467712,0.5011758208274841
n02085620_4980,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_4980.jpg,n02085620-Chihuahua/n02085620_4980.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,334,1.4970059880239521,0.41599687933921814,0.19678960740566254,0.3299139440059662,0.4757784903049469,0.3834095895290375,0.42675065994262695
n02085620_431,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_431.jpg,n02085620-Chihuahua/n02085620_431.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.4856117069721222,0.2186250388622284,0.44472354650497437,0.4117562174797058,0.5457834601402283,0.36972320079803467
n02085620_368,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_368.jpg,n02085620-Chihuahua/n02085620_368.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,333,1.5015015015015014,0.48086172342300415,0.25693270564079285,0.3770712912082672,0.5748151540756226,0.4482997953891754,0.4020631015300751
n02085620_11948,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_11948.jpg,n02085620-Chihuahua/n02085620_11948.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,464,1.0775862068965518,0.4844408929347992,0.17559023201465607,0.3461102843284607,0.5435349941253662,0.4762715995311737,0.3709757328033447
n02085620_242,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_242.jpg,n02085620-Chihuahua/n02085620_242.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,400,500,0.8,0.497261643409729,0.20108945667743683,0.2865179777145386,0.5514422059059143,0.48521658778190613,0.41745197772979736
n02085620_2793,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_2793.jpg,n02085620-Chihuahua/n02085620_2793.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,352,288,1.2222222222222223,0.4668971002101898,0.18008670210838318,0.16976910829544067,0.4678768515586853,0.46157315373420715,0.49163082242012024
n02085620_2981,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_2981.jpg,n02085620-Chihuahua/n02085620_2981.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,600,607,0.9884678747940692,0.5624827146530151,0.13898828625679016,0.3624551296234131,0.6743003726005554,0.5296285152435303,0.43755072355270386
n02085620_8636,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_8636.jpg,n02085620-Chihuahua/n02085620_8636.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.4259777367115021,0.20770831406116486,0.4072312116622925,0.49404507875442505,0.4132721722126007,0.31219395995140076
n02085620_4700,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_4700.jpg,n02085620-Chihuahua/n02085620_4700.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,375,500,0.75,0.43468761444091797,0.23712493479251862,0.19835464656352997,0.42784953117370605,0.4398863613605499,0.4260190725326538
n02085620_4016,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_4016.jpg,n02085620-Chihuahua/n02085620_4016.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,640,480,1.3333333333333333,0.5733256936073303,0.11805444210767746,0.2875764071941376,0.5546817183494568,0.5853496789932251,0.5603847503662109
n02085620_5661,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_5661.jpg,n02085620-Chihuahua/n02085620_5661.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.5287821292877197,0.22851228713989258,0.4231758713722229,0.5709342956542969,0.5315917730331421,0.4035460352897644
n02085620_11258,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_11258.jpg,n02085620-Chihuahua/n02085620_11258.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,375,500,0.75,0.4373182952404022,0.1789105236530304,0.537263035774231,0.5819737315177917,0.39120063185691833,0.2949565649032593
n02085620_3093,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_3093.jpg,n02085620-Chihuahua/n02085620_3093.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,375,500,0.75,0.3450009226799011,0.25742629170417786,0.5373662710189819,0.42943334579467773,0.3263537883758545,0.21888019144535065
n02085620_382,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_382.jpg,n02085620-Chihuahua/n02085620_382.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,500,375,1.3333333333333333,0.31474569439888,0.11143498122692108,0.5793216824531555,0.41595250368118286,0.28773754835128784,0.18814200162887573
n02085620_8491,/root/data/stanford_dogs/Images/n02085620-Chihuahua/n02085620_8491.jpg,n02085620-Chihuahua/n02085620_8491.jpg,0,Chihuahua,n02085620-Chihuahua,official_train,400,359,1.1142061281337048,0.6370229125022888,0.18695668876171112,0.10350091755390167,0.6671926975250244,0.6204742789268494,0.6422858238220215
